@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' So i did, and then the second dog growls at me too, and Im like " Should I run or keep walking? ',negative
' So I kept walking and then the other dog that crossed the street comes back running at me and I said "OHH SSHHIITTT!!! 'negative
' And I saw a house with the gate door opened slightly, and i squeezed in there sumhow sumway!! 'positive
' WITH MY BACKPACK ON ME!! ',neutral
' I knoe im skinny but DAMN! ',negative
' I WUZ SCARED!! 'negative
' "It\'s the heart afraid of breaking that never learns to dance 'negative
' It\'s the dream afraid of waking that never takes the chance 'negative
' And the soul afraid of dying that never learns to live 'negative
' "When the night has been too lonely, and the road has been too long ',negative
' Just remember, in the winter, far beneath the bitter snow ',neutral
' Bette Middle ',neutral
' It\'s the second stanza that caught my attention; more specifically, it\'s those two first lines: "It\'s the heart afraid of breaking that never learns to dance./It\'s the dream afraid of waking that never takes the chance. 'negative
' Nothing grand, mind you; this is one that must be handled with a delicate touch: nothing rash, nothing rushed let it flow ',neutral
' I have considered the possibility for a while now, but I have been apprehensive, and I did not act on what I felt 'negative
' And then, just the other day, I was driving down 470 on the way to college, listening to 105.5, and a beautiful song came on that I had not heard before ',positive
' The words made me think Now I have thought, and thought, and you who know me best will not be surprised that I thought some more 'positive
' I think I will wake from the dream, and I will see if I cannot turn it into a reality ',neutral
' Internship was pretty awesome today ',positive
' I did an SAT Lit practice test on each bus ride, because I am cool, and I did better than I expected 'positive
' The staff is currently in the process of archiving every one of these 30-45 second clips ever made, so I spent almost all day going through them ',neutral
' I totally loved it, because I am a geek ',positive
' At first I thought that someone had inexplicably decided to RV in the middle of Broadway, but a man with a French accent told me it was for a Will Smith movie ',neutral
' I love the two guys who work at that Starbucks - they re awesomely flamboyant and they told me about how Cameron Diaz came in for a latte during their shift last week (but without Justin ',positive
' I didn\'t see Will Smith (although the French Prince is usually my shit, I think I would have had to punch him on behalf of everyone who\'s heard "Switch"), but the girl on the elevator with me said she had just randomly seen Mike Myers ',negative
' That afternoon - *gulp* - Lawler came to observe me. When I heard she was coming, I spazzed, afraid that she might have an issue with the fact that I never, you know, handed in any of my internship forms 'negative
' Of course, as soon as she came in, John came over and said, "You realize, Molly, that you re not allowed visitors, and we will have to give you thirty more lashes. ',neutral
' Ms. Lawler just kept smiling awkwardly ',positive
' Then she proceeded to call me Meghan** and went through the required but hilariously inapplicable hazardous chemicals/safety concerns set of questions while the interns around me tried to stifle their laughter ',positive
' i\'m kind of freaking out about debate but i\'m kind of okay 'negative
' **As in Farrell, I assume ',neutral
' Hey all ',neutral
' Good news ',positive
' I was psyched ',positive
' ugh ',negative
' I went back, had 6 mins to go get it and get back to the bus stop ',neutral
' I got on the bus, dropped my resume on the wet floor and almost dropped my mp3 player ',neutral
' When I got there, I went in and told them I was there and waited ',neutral
' At one point I apologized for being so nervous and they told me that there were people a lot worse and that I wasn\'t using the words "uh" and "um" as often as others had been 'negative
' They told me that they would set me up for the next interview by calling me in the next day or 2 ',neutral
' Everything looks good ',positive
' The 2 interviewing me were thinking of placing me in digital imaging due to my background with photography and video editing, I told them that it would likely turn out to be too easy for me in the long run and that I was hoping for a position more challenging so that I could learn more overall ',neutral
' Where they will decide to place me is up to them, as long as I get the job, i\'ll be really happy ',positive
' Oh, if I get a job at Futureshop, It looks like I would be starting there around November 8th ',neutral
' My plans coming up ',neutral
' Friday: Going to a movie or 2 with Paul at Rainbow cinema ',neutral
' Oct 21st: If i\'m free, I want to check out Brad Sucks live in concert ',neutral
' That is all for now ',neutral
' I felt really awful through out the whole day too ',negative
' The night before, I was really ',neutral
' That one chick I dislike with a passion because I think she is obsessed with Gareth and really likes him ',negative
' I really do hate it ',negative
' Okay ',neutral
' Hmm I remember Gareth\'s password why don\'t I spy to see whats going on ',neutral
' So I did and I got so panicy that I only got to the 6th page 'negative
' and I was freak it 'negative
' I left it, but through out the whole day I was really awful ',negative
' So ',neutral
' when I got home I was really nervous I hadn\'t talk to Gareth for 2 days because of college 'negative
' Really scared 'negative
' So I tell him it took me FOREVER To tell him but i was shakey and nervous to 'negative
